,0,0
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,1.6,0.0
9,2.0,0.0
10,2.0,0.0
11,2.0,0.0
12,2.0,0.0
13,2.0,0.0
14,1.6,0.0
15,2.0,0.0
16,2.0,0.0
17,2.0,0.0
18,2.0,0.0
19,2.0,0.0
20,2.0,0.0
21,2.0,0.0
22,2.0,0.0
23,2.0,0.0
24,1.4,0.0
25,2.0,0.0
26,2.0,0.0
27,2.0,0.0
28,2.0,0.0
29,2.0,0.0
30,2.0,0.0
31,2.0,0.0
32,2.0,0.0
33,2.0,0.0
34,2.0,0.0
35,2.0,0.0
36,2.0,0.0
37,2.0,0.0
38,2.0,0.0
39,2.0,0.0
40,2.0,0.0
41,2.0,0.0
42,2.0,0.0
43,1.4,0.0
44,1.8,0.0
45,1.0,0.0
46,1.0,0.0
47,1.6,0.0
48,1.4,0.0
49,2.0,0.0
50,2.0,0.0
51,1.0,0.0
52,1.0,0.0
53,2.0,0.0
54,1.2,0.0
55,1.6,0.0
56,2.0,0.0
57,1.8,0.0
58,1.0,0.0
59,2.0,0.0
60,1.8,0.0
61,1.6,0.0
62,1.8,0.0
63,1.6,0.0
64,2.0,0.0
65,2.0,0.0
66,2.0,0.0
67,2.0,0.0
68,2.0,0.0
69,2.0,0.0
70,2.0,0.0
71,2.0,0.0
72,2.0,0.0
73,2.0,0.0
74,2.0,0.0
75,2.0,0.0
76,1.2,0.0
77,1.8,0.0
78,2.0,0.00390625
79,4.0,0.05078125
80,7.6,0.1220703125
81,13.2,0.3916015625
82,19.6,0.673828125
83,25.2,0.8115234375
84,31.8,1.4208984375
85,39.2,1.794921875
86,47.0,2.578125
87,56.0,2.890625
88,65.8,4.1357421875
89,75.4,4.7568359375
90,84.2,6.21484375
91,94.0,5.6796875
92,102.2,7.9130859375
93,109.8,7.3232421875
94,122.0,8.287109375
95,133.2,7.904296875
96,145.6,11.6669921875
97,158.0,9.3515625
98,173.2,12.3076171875
99,186.0,12.5615234375
100,200.6,12.384765625
101,214.4,12.6025390625
102,230.0,14.8076171875
103,244.4,14.6826171875
104,257.0,16.9658203125
105,272.4,15.4013671875
106,286.6,16.546875
107,301.0,16.1796875
108,321.2,18.830078125
109,338.2,19.06640625
110,350.0,18.5703125
111,363.8,16.951171875
112,377.4,25.69140625
113,389.0,16.33203125
114,403.2,22.52734375
115,422.0,22.6650390625
116,427.6,23.0234375
117,442.6,21.2724609375
118,457.0,22.697265625
119,466.8,18.01953125
120,476.8,3.3427734375
121,489.4,20.6455078125
122,501.6,25.767578125
123,522.6,26.6591796875
124,531.0,22.7255859375
125,535.6,24.7314453125
126,546.2,24.80078125
127,560.6,27.01953125
128,569.6,25.7568359375
129,577.0,27.775390625
130,582.4,26.5263671875
131,586.8,27.263671875
132,602.4,24.21875
133,603.6,28.3212890625
134,601.8,25.84375
135,607.4,30.3564453125
136,622.6,24.6689453125
137,623.6,27.78515625
138,623.4,26.8349609375
139,638.6,28.880859375
140,641.4,25.673828125
141,641.2,30.2958984375
142,648.2,28.2431640625
143,650.0,27.4873046875
144,648.0,28.6904296875
145,643.8,28.765625
146,641.2,25.294921875
147,658.0,27.4150390625
148,660.4,30.556640625
149,654.2,29.3486328125
150,650.2,28.2548828125
151,646.8,25.9130859375
152,641.0,27.1123046875
153,621.6,29.6220703125
154,628.4,28.638671875
155,623.4,24.248046875
156,605.4,27.1591796875
157,613.2,29.5439453125
158,604.4,25.4033203125
159,593.8,27.9697265625
160,611.0,24.9677734375
161,593.0,28.6669921875
162,569.4,25.060546875
163,557.6,24.9951171875
164,564.0,24.8671875
165,554.0,26.4140625
166,532.0,25.5498046875
167,525.0,23.0302734375
168,523.8,24.8017578125
169,518.2,21.5810546875
170,495.2,24.8837890625
171,487.6,22.0556640625
172,478.4,24.3232421875
173,455.6,20.1845703125
174,446.0,21.998046875
175,446.0,21.21484375
176,433.8,22.251953125
177,409.4,21.4755859375
178,401.6,20.904296875
179,376.6,19.673828125
180,362.0,17.8251953125
181,351.8,18.4443359375
182,333.2,19.4423828125
183,324.6,16.1943359375
184,310.8,15.9736328125
185,281.0,16.8798828125
186,259.0,13.619140625
187,245.8,15.9228515625
188,229.2,11.6435546875
189,222.4,14.6708984375
190,211.0,11.7001953125
191,201.2,11.861328125
192,182.6,11.2490234375
193,169.0,11.5947265625
194,157.0,8.5205078125
195,141.2,9.841796875
196,129.0,7.6435546875
197,118.8,7.3486328125
198,107.6,7.1103515625
199,94.8,5.3720703125
200,82.6,5.83984375
201,50.6,4.251953125
202,33.8,3.4033203125
203,31.0,2.6943359375
204,28.0,2.0810546875
205,24.2,1.34375
206,20.8,1.0302734375
207,17.0,0.7216796875
208,12.4,0.4248046875
209,8.0,0.2353515625
210,3.8,0.080078125
211,2.0,0.01953125
212,2.0,3.302223748095425
213,2.0,0.5412694909561543
214,1.4,0.0
215,1.8,0.0
216,2.0,0.4391319682586224
217,2.0,0.0
218,1.6,0.0
219,1.6,0.0
220,1.0,0.0
221,1.6,0.0
222,1.0,0.0
223,1.0,0.0
224,1.0,0.0
225,1.0,0.0
226,1.0,0.0
227,1.4,0.0
228,1.4,0.0
229,1.0,0.0
230,1.6,0.0
231,1.0,0.0
232,1.0,0.0
233,1.0,0.0
234,1.0,0.0
235,1.6,0.0
236,1.2,0.0
237,1.4,0.0
238,2.0,0.0
239,1.4,0.0
240,1.4,0.0
241,2.0,0.0
242,1.2,0.0
243,1.0,0.0
244,1.4,0.0
245,1.8,0.0
246,1.6,0.0
247,1.0,0.0
248,1.0,0.0
249,1.6,0.0
250,2.0,0.0
251,1.8,0.0
252,1.0,0.0
253,1.0,0.0
254,1.6,0.0
255,2.0,0.0
256,1.8,0.0
257,1.0,0.0
258,1.0,0.0
259,1.0,0.0
260,1.6,0.0
261,2.0,0.0
262,1.8,0.0
263,1.6,0.0
264,1.0,0.0
265,1.0,0.0
266,1.6,0.0
267,1.4,0.0
268,2.0,0.0
269,1.4,0.0
270,1.0,0.0
271,1.0,0.0
272,1.2,0.0
273,1.4,0.0
274,1.6,0.0
275,1.0,0.0
276,1.0,0.0
277,1.4,0.0
278,2.0,0.0
279,2.0,0.0
280,1.4,0.0
281,1.2,0.0
282,1.0,0.0
283,1.6,0.0
284,0.4,0.0
285,0.0,0.0
286,0.0,0.0
287,0.0,0.0
288,0.0,0.0
289,0.0,0.0
290,0.0,0.0
291,0.0,0.0
292,0.0,0.0
293,0.0,0.0
294,0.0,0.0
295,0.0,0.0
296,1.0,0.0
297,1.4,0.0
298,2.0,0.0
299,1.4,0.0
300,1.0,0.0
301,1.0,0.0
302,1.0,0.0
303,1.0,0.0
304,1.0,0.0
305,1.0,0.0
306,1.0,0.0
307,1.4,0.0
308,1.2,0.0
309,1.0,0.0
310,1.0,0.0
311,1.6,0.0
312,1.0,0.0
313,1.0,0.0
314,1.2,0.0
315,1.4,0.0
316,1.0,0.0
317,1.0,0.0
318,1.0,0.0
319,1.0,0.0
320,1.0,0.0
321,1.0,0.0
322,1.0,0.0
323,1.0,0.0
324,1.0,0.0
325,1.0,0.0
326,1.4,0.0
327,1.2,0.0
328,1.0,0.0
329,1.0,0.0
330,1.0,0.0
331,1.0,0.0
332,1.0,0.0
333,1.0,0.0
334,1.0,0.0
335,1.0,0.0
336,1.0,0.0
337,1.0,0.0
338,1.0,0.0
339,1.0,0.0
340,1.0,0.0
341,1.0,0.0
342,1.0,0.0
343,1.0,0.0
344,1.0,0.0
345,1.0,0.0
346,1.0,0.0
347,1.0,0.0
348,1.0,0.0
349,1.0,0.0
350,1.0,0.0
351,1.2,0.0
352,1.4,0.0
353,1.6,0.0
354,1.6,0.0
355,1.0,0.0
356,1.6,0.0
357,1.0,0.0
358,1.0,0.0
359,1.0,0.0
360,1.0,0.0
361,1.0,0.0
362,1.0,0.0
363,1.0,0.0
364,1.0,0.0
365,1.6,0.00390625
366,1.4,0.0048828125
367,3.0,0.0625
368,7.2,0.166015625
369,12.6,0.40625
370,18.4,0.720703125
371,24.8,0.955078125
372,30.4,1.5185546875
373,38.4,1.9365234375
374,46.4,2.97265625
375,54.8,3.369140625
376,64.4,4.5458984375
377,73.8,5.1005859375
378,82.4,7.31640625
379,95.2,6.36328125
380,104.2,6.802734375
381,110.0,10.19140625
382,122.6,7.875
383,133.2,10.25
384,147.8,11.443359375
385,159.8,10.53125
386,169.8,12.2685546875
