,0,0
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.2,0.0
6,1.0,0.0
7,1.6,0.0
8,1.0,0.0
9,1.0,0.0
10,1.0,0.0
11,1.0,0.0
12,1.0,0.0
13,1.6,0.0
14,1.0,0.0
15,1.0,0.0
16,1.0,0.0
17,1.0,0.0
18,1.0,0.0
19,1.0,0.0
20,1.0,0.0
21,1.0,0.0
22,1.0,0.0
23,1.0,0.0
24,1.0,0.0
25,1.0,0.0
26,1.0,0.0
27,1.0,0.0
28,1.0,0.0
29,1.0,0.0
30,1.0,0.0
31,1.0,0.0
32,1.0,0.0
33,1.0,0.0
34,1.0,0.0
35,1.0,0.0
36,1.0,0.0
37,1.0,0.0
38,1.0,0.0
39,1.0,0.0
40,1.0,0.0
41,1.0,0.0
42,1.0,0.0
43,1.0,0.0
44,1.0,0.0
45,1.0,0.0
46,1.0,0.0
47,1.0,0.0
48,1.0,0.0
49,1.0,0.0
50,2.0,0.0
51,1.2,0.0
52,1.4,0.0
53,1.2,0.0
54,1.0,0.0
55,1.0,0.0
56,1.0,0.0
57,1.0,0.0
58,1.0,0.0
59,1.0,0.0
60,1.0,0.0
61,1.0,0.0
62,1.0,0.0
63,1.8,0.0
64,2.0,0.0
65,2.0,0.0
66,2.0,0.0
67,1.0,0.0
68,1.0,0.0
69,1.0,0.0
70,1.4,0.0
71,1.4,0.0
72,1.0,0.0
73,1.0,0.0
74,1.0,0.0
75,1.0,0.0
76,1.0,0.0
77,1.6,0.0
78,1.2,0.0
79,2.8,0.0
80,7.4,0.0
81,12.6,0.0
82,19.2,0.0
83,24.6,0.0
84,29.6,0.0
85,31.0,0.0
86,31.0,0.0
87,36.2,0.0
88,45.6,0.0
89,56.6,9.375914574438482
90,67.0,2.337890625
91,77.8,3.0458984375
92,82.4,3.2041015625
93,91.0,3.92578125
94,122.2,5.185546875
95,138.6,4.955078125
96,157.2,7.33984375
97,154.2,8.9296875
98,148.4,6.7919921875
99,148.2,7.3046875
100,140.4,6.72265625
101,152.6,6.673828125
102,173.8,6.716796875
103,181.0,9.7119140625
104,177.2,8.0380859375
105,175.0,8.96875
106,218.0,8.078125
107,228.0,11.28515625
108,237.0,13.68359375
109,252.8,10.646484375
110,265.0,13.232421875
111,264.4,13.7333984375
112,283.8,15.869140625
113,299.4,13.98828125
114,303.0,16.416015625
115,289.8,15.96484375
116,319.6,15.517578125
117,334.0,18.5947265625
118,346.2,13.513671875
119,348.8,20.0908203125
120,367.0,19.521484375
121,375.4,16.603515625
122,366.8,17.6796875
123,380.8,22.59765625
124,397.2,17.857421875
125,388.2,19.41015625
126,405.6,21.4736328125
127,405.0,19.5458984375
128,395.6,22.4931640625
129,390.6,17.7978515625
130,374.2,18.4736328125
131,363.0,18.5048828125
132,422.2,17.623046875
133,466.8,22.1865234375
134,456.4,23.2490234375
135,456.2,18.232421875
136,471.4,25.1162109375
137,454.6,24.8583984375
138,395.4,16.3876953125
139,402.0,21.3466796875
140,350.2,18.138671875
141,406.8,20.4130859375
142,352.4,17.2958984375
143,422.0,19.5654296875
144,366.4,16.9814453125
145,386.0,17.9130859375
146,335.8,18.740234375
147,311.8,15.267578125
148,320.4,14.4912109375
149,311.8,14.8828125
150,362.0,16.59765625
151,425.4,16.294921875
152,444.4,21.5390625
153,443.0,23.7041015625
154,434.4,17.189453125
155,353.4,19.8984375
156,370.0,20.509765625
157,380.4,15.490234375
158,373.6,15.5419921875
159,329.2,22.44921875
160,364.8,17.7431640625
161,352.8,13.75
162,358.2,20.61328125
163,348.8,18.7509765625
164,294.4,13.3798828125
165,275.8,15.296875
166,329.0,14.3388671875
167,328.0,15.615234375
168,295.4,15.7734375
169,271.8,16.525390625
170,278.4,11.3740234375
171,264.4,15.7900390625
172,201.8,13.39453125
173,208.2,7.4296875
174,265.4,13.021484375
175,238.0,14.951171875
176,225.6,10.359375
177,217.0,11.63671875
178,204.6,12.6416015625
179,184.6,9.4501953125
180,188.4,8.23046875
181,157.2,10.771484375
182,160.8,7.34765625
183,158.8,6.3037109375
184,140.4,9.54296875
185,112.0,6.1025390625
186,104.2,4.3212890625
187,84.2,5.4150390625
188,61.0,2.5439453125
189,60.4,2.0458984375
190,59.6,2.099609375
191,50.2,1.708984375
192,46.4,1.560546875
193,39.2,1.62890625
194,32.0,0.8525390625
195,30.6,1.154296875
196,31.8,0.9873046875
197,33.2,0.83984375
198,32.0,1.0703125
199,28.4,1.1318359375
200,23.8,0.7109375
201,20.4,0.767578125
202,17.8,0.6806640625
203,13.2,0.4853515625
204,9.0,0.3330078125
205,5.2,0.1982421875
206,2.0,0.0654296875
207,2.0,0.029296875
208,2.0,0.0068359375
209,1.4,0.22803511333633406
210,1.4,1.1434919085754391
211,2.0,0.0
212,2.0,0.0
213,2.0,0.21916089185832974
214,2.0,0.0
215,2.0,0.0
216,2.0,0.0
217,2.0,0.0
218,2.0,0.0
219,2.0,0.0
220,2.0,0.0
221,1.8,0.0
222,1.6,0.0
223,2.0,0.0
224,2.0,0.0
225,1.4,0.0
226,1.6,0.0
227,1.8,0.0
228,2.0,0.0
229,2.0,0.0
230,2.0,0.0
231,2.0,0.0
232,1.8,0.0
233,1.6,0.0
234,2.0,0.0
235,1.2,0.0
236,1.0,0.0
237,1.2,0.0
238,2.0,0.0
239,2.0,0.0
240,2.0,0.0
241,2.0,0.0
242,2.0,0.0
243,2.0,0.0
244,2.0,0.0
245,2.0,0.0
246,2.0,0.0
247,2.0,0.0
248,2.0,0.0
249,1.4,0.0
250,2.0,0.0
251,2.0,0.0
252,2.0,0.0
253,2.0,0.0
254,2.0,0.0
255,2.0,0.0
256,2.0,0.0
257,2.0,0.0
258,2.0,0.0
259,2.0,0.0
260,2.0,0.0
261,2.0,0.0
262,2.0,0.0
263,2.0,0.0
264,1.4,0.0
265,1.6,0.0
266,2.0,0.0
267,2.0,0.0
268,2.0,0.0
269,2.0,0.0
270,1.4,0.0
271,2.0,0.0
272,2.0,0.0
273,1.6,0.0
274,1.8,0.0
275,2.0,0.0
276,2.0,0.0
277,1.8,0.0
278,1.0,0.0
279,1.0,0.0
280,1.6,0.0
281,1.8,0.0
282,0.0,0.0
283,0.0,0.0
284,0.0,0.0
285,0.0,0.0
286,0.0,0.0
287,0.0,0.0
288,0.0,0.0
289,0.0,0.0
290,0.0,0.0
291,0.0,0.0
292,0.0,0.0
293,0.4,0.0
294,2.0,0.0
295,2.0,0.0
296,2.0,0.0
297,2.0,0.0
298,1.8,0.0
299,1.6,0.0
300,1.0,0.0
301,1.6,0.0
302,1.0,0.0
303,1.0,0.0
304,2.0,0.0
305,2.0,0.0
306,1.4,0.0
307,2.0,0.0
308,2.0,0.0
309,1.4,0.0
310,1.4,0.0
311,2.0,0.0
312,2.0,0.0
313,2.0,0.0
314,2.0,0.0
315,2.0,0.0
316,1.4,0.0
317,2.0,0.0
318,2.0,0.0
319,1.4,0.0
320,2.0,0.0
321,2.0,0.0
322,1.4,0.0
323,2.0,0.0
324,2.0,0.0
325,1.4,0.0
326,2.0,0.0
327,2.0,0.0
328,2.0,0.0
329,2.0,0.0
330,2.0,0.0
331,2.0,0.0
332,2.0,0.0
333,1.4,0.0
334,2.0,0.0
335,1.4,0.0
336,2.0,0.0
337,2.0,0.0
338,2.0,0.0
339,1.4,0.0
340,2.0,0.0
341,1.4,0.0
342,1.4,0.0
343,2.0,0.0
344,2.0,0.0
345,2.0,0.0
346,2.0,0.0
347,2.0,0.0
348,2.0,0.0
349,2.0,0.0
350,2.0,0.0
351,2.0,0.0
352,2.0,0.0
353,2.0,0.0
354,2.0,0.0
355,2.0,0.0
356,2.0,0.0
357,2.0,0.0
358,2.0,0.0
359,2.0,0.0
360,1.6,0.0
361,1.8,0.0
362,2.0,0.0
363,2.0,0.0
364,2.0,0.0
365,2.0,0.0
366,2.0,0.0
367,2.0,0.0
368,2.0,0.0
369,6.0,0.0
370,11.2,0.0
371,18.8,0.0
372,23.0,0.0
373,22.6,0.0
374,24.4,0.0
375,31.8,0.0
376,46.0,0.0
377,51.2,0.0
378,55.2,8.896576260608263
379,68.4,2.45703125
380,72.6,3.068359375
381,82.2,3.2626953125
382,90.8,4.0673828125
383,106.0,4.0361328125
384,113.8,4.9384765625
385,109.2,4.8837890625
386,120.6,5.859375
387,119.4,5.3701171875
388,144.4,5.6650390625
389,139.0,6.4423828125
390,139.6,5.9794921875
391,152.6,5.470703125
392,161.4,7.341796875
